,Sentence #,Word,POS,Tag
167718,Sentence: 6314,Wasim,NNP,PER
167719,,",",",",O
167720,,who,WP,O
167721,,promoted,VBD,O
167722,,himself,PRP,O
167723,,to,TO,O
167724,,number,NN,O
167725,,four,CD,O
167726,,in,IN,O
167727,,the,DT,O
167728,,order,NN,O
167729,,",",",",O
167730,,followed,VBD,O
167731,,for,IN,O
167732,,six,CD,O
167733,,when,WRB,O
167734,,Croft,NNP,PER
167735,,drifted,VBD,O
167736,,another,DT,O
167737,,well-flighted,JJ,O
167738,,delivery,NN,O
167739,,behind,IN,O
167740,,his,PRP$,O
167741,,legs,NNS,O
167742,Sentence: 6315,Shortly,RB,O
167743,,after,IN,O
167744,,Ijaz,NNP,PER
167745,,was,VBD,O
167746,,also,RB,O
167747,,back,VB,O
167748,,in,IN,O
167749,,the,DT,O
167750,,pavilion,NN,O
167751,,for,IN,O
167752,,48,CD,O
167753,,after,IN,O
167754,,Irani,NNP,PER
167755,,had,VBD,O
167756,,repaid,VBN,O
167757,,Mullally,RB,PER
167758,,with,IN,O
167759,,another,DT,O
167760,,good,JJ,O
167761,,catch,NN,O
167762,,at,IN,O
167763,,long-on,NN,O
167764,Sentence: 6316,Gough,JJ,PER
167765,,later,RB,O
167766,,bowled,VBD,O
167767,,Moin,NNP,PER
167768,,Khan,NNP,PER
167769,,with,IN,O
167770,,an,DT,O
167771,,inswinging,VBG,O
167772,,yorker,NN,O
167773,,but,CC,O
167774,,Inzamam-ul-Haq,NNP,PER
167775,,",",",",O
167776,,37,CD,O
167777,,not,RB,O
167778,,out,RP,O
167779,,",",",",O
167780,,and,CC,O
167781,,Salim,NNP,PER
167782,,Malik,NNP,PER
167783,,took,VBD,O
167784,,Pakistan,NNP,LOC
167785,,to,TO,O
167786,,225,CD,O
167787,,for,IN,O
167788,,five,CD,O
167789,,when,WRB,O
167790,,the,DT,O
167791,,overs,NNS,O
167792,,ran,VBD,O
167793,,out,RB,O
167794,Sentence: 6317,-DOCSTART-,-X-,O
167795,,CRICKET,NNP,O
167796,,-,:,O
167797,,ENGLAND,NNP,LOC
167798,,V,NNP,O
167799,,PAKISTAN,NNP,LOC
167800,,ONE-DAY,JJ,O
167801,,SCOREBOARD,NNP,O
167802,Sentence: 6318,MANCHESTER,NNP,LOC
167803,,",",",",O
167804,,England,NNP,LOC
167805,,1996-08-29,CD,O
167806,,Scoreboard,RB,O
167807,,of,IN,O
167808,,the,DT,O
167809,,first,JJ,O
167810,,one-day,NN,O
167811,,(,(,O
167812,,50,CD,O
167813,,overs-a-side,JJ,O
167814,,),),O
167815,,match,VB,O
167816,,between,IN,O
167817,,England,NNP,LOC
167818,,and,CC,O
167819,,Pakistan,NNP,LOC
167820,,at,IN,O
167821,,Old,NNP,LOC
167822,,Trafford,NNP,LOC
167823,,on,IN,O
167824,,Thursday,NNP,O
167825,,:,:,O
167826,,Pakistan,NNP,LOC
167827,,Saeed,NNP,PER
167828,,Anwar,NNP,PER
167829,,c,SYM,O
167830,,Mullally,RB,PER
167831,,b,SYM,O
167832,,Irani,NNP,PER
167833,,57,CD,O
167834,,Aamir,NNP,PER
167835,,Sohail,NNP,PER
167836,,b,SYM,O
167837,,Croft,NNP,PER
167838,,48,CD,O
167839,,Ijaz,NNP,PER
167840,,Ahmed,NNP,PER
167841,,c,SYM,O
167842,,Irani,NNPS,PER
167843,,b,SYM,O
167844,,Mullally,RB,PER
167845,,48,CD,O
167846,,Wasim,NNP,PER
167847,,Akram,NNP,PER
167848,,b,SYM,O
167849,,Croft,NNP,PER
167850,,6,CD,O
167851,,Inzamam-ul-Haq,JJ,PER
167852,,not,RB,O
167853,,out,IN,O
167854,,37,CD,O
167855,,Moin,NNP,PER
167856,,Khan,NNP,PER
167857,,b,SYM,O
167858,,Gough,NNP,PER
167859,,10,CD,O
167860,,Salim,NNP,PER
167861,,Malik,NNP,PER
167862,,not,RB,O
167863,,out,IN,O
167864,,6,CD,O
167865,,Extras,NNS,O
167866,,(,(,O
167867,,b-2,JJ,O
167868,,lb-4,JJ,O
167869,,w-7,CD,O
167870,,),),O
167871,,13,CD,O
167872,,Total,JJ,O
167873,,(,(,O
167874,,for,IN,O
167875,,5,CD,O
167876,,wickets,NNS,O
167877,,",",",",O
167878,,innings,NN,O
167879,,closed,VBD,O
167880,,),),O
167881,,225,CD,O
167882,,Fall,NN,O
167883,,:,:,O
167884,,1-82,CD,O
167885,,2-141,JJ,O
167886,,3-160,JJ,O
167887,,4-174,CD,O
167888,,5-203,CD,O
167889,Sentence: 6319,Did,VBD,O
167890,,Not,RB,O
167891,,Bat,NNP,O
167892,,:,:,O
167893,,Mushtaq,NNP,PER
167894,,Ahmed,NNP,PER
167895,,",",",",O
167896,,Waqar,NNP,PER
167897,,Younis,NNP,PER
167898,,",",",",O
167899,,Ata-ur-Rehman,NNP,PER
167900,,",",",",O
167901,,Saqlain,NNP,PER
167902,,Mushtaq,NNP,PER
167903,Sentence: 6320,Bowling,NNP,O
167904,,:,:,O
167905,,Gough,JJ,PER
167906,,10-0-44-1,CD,O
167907,,",",",",O
167908,,Mullally,NNP,PER
167909,,10-3-31-1,CD,O
167910,,",",",",O
167911,,Headley,NNP,PER
167912,,10-0-52-0,CD,O
167913,,",",",",O
167914,,Irani,JJ,PER
167915,,10-0-56-1,CD,O
167916,,",",",",O
167917,,Croft,NNP,PER
167918,,10-1-36-2,NNP,O
167919,Sentence: 6321,England,NNP,LOC
167920,,N.,NNP,PER
167921,,Knight,NNP,PER
167922,,c,SYM,O
167923,,Moin,NNP,PER
167924,,Khan,NNP,PER
167925,,b,SYM,O
167926,,Wasim,NNP,PER
167927,,Akram,NNP,PER
167928,,26,CD,O
167929,,A.,NNP,PER
167930,,Stewart,NNP,PER
167931,,lbw,NN,O
167932,,b,SYM,O
167933,,Waqar,NNP,PER
167934,,Younis,NNP,PER
167935,,48,CD,O
167936,,M.,NNP,PER
167937,,Atherton,NNP,PER
167938,,b,SYM,O
167939,,Wasim,NNP,PER
167940,,Akram,NNP,PER
167941,,65,CD,O
167942,,G.,NNP,PER
167943,,Thorpe,NNP,PER
167944,,st,NN,O
167945,,Moin,NNP,PER
167946,,Khan,NNP,PER
167947,,b,SYM,O
167948,,Aamir,NNP,PER
167949,,Sohail,NNP,PER
167950,,23,CD,O
167951,,M.,NNP,PER
167952,,Maynard,NNP,PER
167953,,b,SYM,O
167954,,Wasim,NNP,PER
167955,,Akram,NNP,PER
167956,,41,CD,O
167957,,G.,NNP,PER
167958,,Lloyd,NNP,PER
167959,,not,RB,O
167960,,out,IN,O
167961,,2,CD,O
167962,,R.,NNP,PER
167963,,Irani,NNP,PER
167964,,not,RB,O
167965,,out,IN,O
167966,,6,CD,O
167967,,Extras,NNS,O
167968,,(,(,O
167969,,lb-4,CD,O
167970,,w-7,JJ,O
167971,,nb-4,CD,O
167972,,),),O
167973,,15,CD,O
167974,,Total,JJ,O
167975,,(,(,O
167976,,for,IN,O
167977,,5,CD,O
167978,,wickets,NNS,O
167979,,",",",",O
167980,,46.4,CD,O
167981,,overs,NNS,O
167982,,),),O
167983,,226,CD,O
167984,,Fall,NN,O
167985,,of,IN,O
167986,,wickets,NN,O
167987,,:,:,O
167988,,1-57,CD,O
167989,,2-98,CD,O
167990,,3-146,CD,O
167991,,4-200,CD,O
167992,,5-220,CD,O
167993,Sentence: 6322,Did,VBD,O
167994,,not,RB,O
167995,,bat,VB,O
167996,,:,:,O
167997,,R.,NNP,PER
167998,,Croft,NNP,PER
167999,,",",",",O
168000,,D.,NNP,PER
168001,,Gough,NNP,PER
168002,,",",",",O
168003,,D.,NNP,PER
168004,,Headley,NNP,PER
168005,,",",",",O
168006,,A.,NNP,PER
168007,,Mullally,NNP,PER
168008,Sentence: 6323,Bowling,NNP,O
168009,,:,:,O
168010,,Wasim,NNP,PER
168011,,Akram,NNP,PER
168012,,9.4-1-45-3,CD,O
168013,,",",",",O
168014,,Waqar,NNP,PER
168015,,Younis,NNP,PER
168016,,7-0-28-1,CD,O
168017,,",",",",O
168018,,Saqlain,NNP,PER
168019,,Mushtaq,NNP,PER
168020,,10-1-54-0,CD,O
168021,,",",",",O
168022,,Ata-ur-Rehman,NNP,PER
168023,,3-0-14-0,CD,O
168024,,",",",",O
168025,,Mushtaq,NNP,PER
168026,,Ahmed,NNPS,PER
168027,,10-0-52-0,CD,O
168028,,",",",",O
168029,,Aamir,NNP,PER
168030,,Sohail,NNP,PER
168031,,7-1-29-1,NNP,O
168032,Sentence: 6324,Result,NN,O
168033,,:,:,O
168034,,England,NNP,LOC
168035,,won,VBD,O
168036,,by,IN,O
168037,,five,CD,O
168038,,wickets,NNS,O
168039,Sentence: 6325,Second,JJ,O
168040,,match,NN,O
168041,,:,:,O
168042,,August,NNP,O
168043,,31,CD,O
168044,,",",",",O
168045,,Edgbaston,NNP,LOC
168046,,(,(,O
168047,,Birmingham,NNP,LOC
168048,,),),O
168049,,Third,JJ,O
168050,,:,:,O
168051,,September,NNP,O
168052,,1,CD,O
168053,,",",",",O
168054,,Trent,NNP,LOC
168055,,Bridge,NNP,LOC
168056,,(,(,O
168057,,Nottingham,NNP,LOC
168058,,),),O
168059,,-DOCSTART-,-X-,O
168060,,LOMBARDI,NNP,PER
168061,,WINS,VBZ,O
168062,,THIRD,NNP,O
168063,,STAGE,NN,O
168064,,OF,IN,O
168065,,TOUR,JJ,MISC
168066,,OF,IN,MISC
168067,,NETHERLANDS,NNS,MISC
168068,Sentence: 6326,DOETINCHEM,NNP,LOC
168069,,",",",",O
168070,,Netherlands,NNP,LOC
168071,,1996-08-29,CD,O
168072,,Leading,JJ,O
168073,,results,NNS,O
168074,,and,CC,O
168075,,overall,JJ,O
168076,,standings,NNS,O
168077,,after,IN,O
168078,,the,DT,O
168079,,122,CD,O
168080,,kilometre,NN,O
168081,,third,JJ,O
168082,,stage,NN,O
168083,,of,IN,O
168084,,the,DT,O
168085,,Tour,NNP,MISC
168086,,of,IN,MISC
168087,,the,DT,MISC
168088,,Netherlands,NNPS,MISC
168089,,on,IN,O
168090,,Thursday,NNP,O
168091,,between,IN,O
168092,,Almere,NNP,LOC
168093,,and,CC,O
168094,,Doetinchem,NNP,LOC
168095,Sentence: 6327,1.,CD,O
168096,,Giovanni,NNP,PER
168097,,Lombardi,NNP,PER
168098,,(,(,O
168099,,Italy,NNP,LOC
168100,,),),O
168101,,Polti,NNP,ORG
168102,,2,CD,O
168103,,hours,NNS,O
168104,,35,CD,O
168105,,minutes,NNS,O
168106,,29,CD,O
168107,,seconds,NNS,O
168108,,2.,NNP,O
168109,,Rolf,NNP,PER
168110,,Sorensen,NNP,PER
168111,,(,(,O
168112,,Denmark,NNP,LOC
168113,,),),O
168114,,Rabobank,NNP,ORG
168115,,3.,NNP,O
168116,,Lance,NNP,PER
168117,,Armstrong,NNP,PER
168118,,(,(,O
168119,,U.S.,NNP,LOC
168120,,),),O
168121,,Motorola,NNP,ORG
168122,,4.,CD,O
168123,,Maarten,NNP,PER
168124,,den,NN,PER
168125,,Bakker,NNP,PER
168126,,(,(,O
168127,,Netherlands,NNP,LOC
168128,,),),O
168129,,TVM,NNP,ORG
168130,,all,DT,O
168131,,same,JJ,O
168132,,time,NN,O
168133,,5.,CD,O
168134,,Marco,NNP,PER
168135,,Lietti,NNP,PER
168136,,(,(,O
168137,,Italy,NNP,LOC
168138,,),),O
168139,,MG-Technogym,NNP,ORG
168140,,1,CD,O
168141,,second,JJ,O
168142,,behind,IN,O
168143,,6.,NNP,O
168144,,Hans,NNP,PER
168145,,de,NNP,PER
168146,,Clerq,NNP,PER
168147,,(,(,O
168148,,Belgium,NNP,LOC
168149,,),),O
168150,,Palmans,NNS,ORG
168151,,27,CD,O
168152,,seconds,NNS,O
168153,,7.,NNP,O
168154,,Marty,NNP,PER
168155,,Jemison,NNP,PER
168156,,(,(,O
168157,,U.S.,NNP,LOC
168158,,),),O
168159,,U.S.,NNP,ORG
168160,,Postal,NNP,ORG
168161,,8.,CD,O
168162,,Servais,NNPS,PER
168163,,Knaven,NNP,PER
168164,,(,(,O
168165,,Netherlands,NNP,LOC
168166,,),),O
168167,,TVM,NNP,ORG
168168,,9.,CD,O
168169,,Olaf,NNP,PER
168170,,Ludwig,NNP,PER
168171,,(,(,O
168172,,Germany,NNP,LOC
168173,,),),O
168174,,Telekom,NNP,ORG
168175,,all,DT,O
168176,,same,JJ,O
168177,,time,NN,O
168178,,10.,CD,O
168179,,Jeroen,NNP,PER
168180,,Blijlevens,NNP,PER
168181,,(,(,O
168182,,Netherlands,NNP,LOC
168183,,),),O
168184,,TVM,NN|SYM,ORG
168185,,31,CD,O
168186,,Leading,JJ,O
168187,,overall,JJ,O
168188,,placings,NNS,O
168189,,after,IN,O
168190,,three,CD,O
168191,,stages,NNS,O
168192,,:,:,O
168193,,1.,CD,O
168194,,Sorensen,NNP,PER
168195,,10.57:33,CD,O
168196,,2.,NNP,O
168197,,Lombardi,NNP,PER
168198,,1,CD,O
168199,,second,JJ,O
168200,,behind,IN,O
168201,,3.,NNP,O
168202,,Armstrong,NNP,PER
168203,,2,CD,O
168204,,seconds,NNS,O
168205,,4.,CD,O
168206,,Den,NNP,PER
168207,,Bakker,NNP,PER
168208,,7,CD,O
168209,,5.,CD,O
168210,,Lietti,NNP,PER
168211,,8,CD,O
168212,,6.,CD,O
168213,,Federico,NNP,PER
168214,,Colonna,NNP,PER
168215,,(,(,O
168216,,Italy,NNP,LOC
168217,,),),O
168218,,Mapei,NNP,ORG
168219,,27,CD,O
168220,,7.,NNP,O
168221,,Max,NNP,PER
168222,,van,NNP,PER
168223,,Heeswijk,NNP,PER
168224,,(,(,O
168225,,Netherlands,NNP,LOC
168226,,),),O
168227,,Motorola,NNP,ORG
168228,,28,CD,O
168229,,8.,CD,O
168230,,Sven,NNP,PER
168231,,Teutenberg,NNP,PER
168232,,(,(,O
168233,,Germany,NNP,LOC
168234,,),),O
168235,,U.S.,NNP,ORG
168236,,Postal,NNP,ORG
168237,,31,CD,O
168238,,9.,CD,O
168239,,Johan,NNP,PER
168240,,Capiot,NNP,PER
168241,,(,(,O
168242,,Belgium,NNP,LOC
168243,,),),O
168244,,Collstrop,VB,ORG
168245,,32,CD,O
168246,,10.,CD,O
168247,,Jans,NNPS,PER
168248,,Koerts,NNP,PER
168249,,(,(,O
168250,,Netherlands,NNP,LOC
168251,,),),O
168252,,Palmans,NNPS,ORG
168253,,34,CD,O
168254,,The,DT,O
168255,,race,NN,O
168256,,continues,VBZ,O
168257,,on,IN,O
168258,,Thursday,NNP,O
168259,,afternoon,NN,O
168260,,with,IN,O
168261,,a,DT,O
168262,,19.6,CD,O
168263,,fourth-stage,JJ,O
168264,,Doetinchem-Doetinchem,JJ,MISC
168265,,time,NN,O
168266,,trial,NN,O
168267,,-DOCSTART-,-X-,O
168268,,CRICKET,NNP,O
168269,,-,:,O
168270,,ENGLAND,NNP,LOC
168271,,V,NNP,O
168272,,PAKISTAN,NNP,LOC
168273,,TOSS,NNP,O
168274,,AND,CC,O
168275,,TEAMS,NNPS,O
168276,Sentence: 6328,MANCHESTER,NNP,LOC
168277,,",",",",O
168278,,England,NNP,LOC
168279,,1996-08-29,CD,O
168280,,Pakistan,NNP,LOC
168281,,won,VBD,O
168282,,the,DT,O
168283,,toss,VB,O
168284,,and,CC,O
168285,,elected,VBN,O
168286,,to,TO,O
168287,,bat,VB,O
168288,,in,IN,O
168289,,the,DT,O
168290,,first,JJ,O
168291,,one-day,JJ,O
168292,,cricket,NN,O
168293,,international,JJ,O
168294,,between,IN,O
168295,,England,NNP,LOC
168296,,and,CC,O
168297,,Pakistan,NNP,LOC
168298,,at,IN,O
168299,,Old,NNP,LOC
168300,,Trafford,NNP,LOC
168301,,on,IN,O
168302,,Thursday,NNP,O
168303,Sentence: 6329,Teams,NNS,O
168304,,:,:,O
168305,,England,NNP,LOC
168306,,-,:,O
168307,,Mike,NNP,PER
168308,,Atherton,NNP,PER
168309,,(,(,O
168310,,captain,NN,O
168311,,),),O
168312,,",",",",O
168313,,Nick,NNP,PER
168314,,Knight,NNP,PER
168315,,",",",",O
168316,,Alec,NNP,PER
168317,,Stewart,NNP,PER
168318,,",",",",O
168319,,Graham,NNP,PER
168320,,Thorpe,NNP,PER
168321,,",",",",O
168322,,Matthew,NNP,PER
168323,,Maynard,NNP,PER
168324,,",",",",O
168325,,Graham,NNP,PER
168326,,Lloyd,NNP,PER
168327,,",",",",O
168328,,Ronnie,NNP,PER
168329,,Irani,NNP,PER
168330,,",",",",O
168331,,Robert,NNP,PER
168332,,Croft,NNP,PER
168333,,",",",",O
168334,,Darren,NNP,PER
168335,,Gough,NNP,PER
168336,,",",",",O
168337,,Dean,NNP,PER
168338,,Headley,NNP,PER
168339,,",",",",O
168340,,Alan,NNP,PER
168341,,Mullally,NNP,PER
168342,Sentence: 6330,Pakistan,NNP,LOC
168343,,:,:,O
168344,,Aamir,NNP,PER
168345,,Sohail,NNP,PER
168346,,",",",",O
168347,,Saeed,NNP,PER
168348,,Anwar,NNP,PER
168349,,",",",",O
168350,,Ijaz,NNP,PER
168351,,Ahmed,NNP,PER
168352,,",",",",O
168353,,Inzamam-ul-Haq,NNP,PER
168354,,",",",",O
168355,,Salim,NNP,PER
168356,,Malik,NNP,PER
168357,,",",",",O
168358,,Wasim,NNP,PER
168359,,Akram,NNP,PER
168360,,(,(,O
168361,,captain,NN,O
168362,,),),O
168363,,",",",",O
168364,,Moin,NNP,PER
168365,,Khan,NNP,PER
168366,,",",",",O
168367,,Mushtaq,NNP,PER
168368,,Ahmed,NNP,PER
168369,,",",",",O
168370,,Waqar,NNP,PER
168371,,Younis,NNP,PER
168372,,",",",",O
168373,,Ata-ur-Rehman,NNP,PER
168374,,",",",",O
168375,,Saqlain,NNP,PER
168376,,Mushtaq,NNP,PER
168377,Sentence: 6331,-DOCSTART-,-X-,O
168378,,CRICKET,NNP,O
168379,,-,:,O
168380,,ENGLISH,JJ,MISC
168381,,COUNTY,NNS,MISC
168382,,CHAMPIONSHIP,WDT,MISC
168383,,SCORES,NNP,O
168384,Sentence: 6332,LONDON,NNP,LOC
168385,,1996-08-29,CD,O
168386,,Close,JJ,O
168387,,of,IN,O
168388,,play,NN,O
168389,,scores,NNS,O
168390,,in,IN,O
168391,,English,JJ,MISC
168392,,county,NN,O
168393,,championship,NN,O
168394,,matches,NNS,O
168395,,on,IN,O
168396,,Thursday,NNP,O
168397,,:,:,O
168398,,Tunbridge,NNP,LOC
168399,,Wells,NNP,LOC
168400,,:,:,O
168401,,Nottinghamshire,NNP,ORG
168402,,40-3,CD,O
168403,,v,SYM,O
168404,,Kent,NNP,ORG
168405,,London,NNP,LOC
168406,,(,(,O
168407,,The,DT,LOC
168408,,Oval,JJ,LOC
168409,,),),O
168410,,:,:,O
168411,,Warwickshire,VB,ORG
168412,,195,CD,O
168413,,(,(,O
168414,,A.,NNP,PER
168415,,Giles,NNP,PER
168416,,50,CD,O
168417,,;,:,O
168418,,B.,NNP,PER
168419,,Julian,NNP,PER
168420,,4-66,CD,O
168421,,",",",",O
168422,,C.,NNP,PER
168423,,Lewis,NNP,PER
168424,,4-45,CD,O
168425,,),),O
168426,,",",",",O
168427,,Surrey,NNP,ORG
168428,,82-0,NNP,O
168429,Sentence: 6333,Hove,NN,LOC
168430,,:,:,O
168431,,Sussex,NNP,ORG
168432,,285-6,CD,O
168433,,(,(,O
168434,,W.,NNP,PER
168435,,Athey,NNP,PER
168436,,111,CD,O
168437,,),),O
168438,,v,JJ,O
168439,,Lancashire,NNP,ORG
168440,,Leeds,NNS,ORG
168441,,(,(,O
168442,,Headingley,NNP,LOC
168443,,),),O
168444,,:,:,O
168445,,Yorkshire,NNP,ORG
168446,,290,CD,O
168447,,(,(,O
168448,,C.,NNP,PER
168449,,White,NNP,PER
168450,,76,CD,O
168451,,",",",",O
168452,,M.,NNP,PER
168453,,Moxon,NNP,PER
168454,,59,CD,O
168455,,",",",",O
168456,,R.,NNP,PER
168457,,Blakey,NNP,PER
168458,,57,CD,O
168459,,),),O
168460,,",",",",O
168461,,Essex,NNP,ORG
168462,,79-2,NNP,O
168463,Sentence: 6334,Chester-le-Street,NN,LOC
168464,,:,:,O
168465,,Glamorgan,NNP,ORG
168466,,259,CD,O
168467,,(,(,O
168468,,P.,NNP,PER
168469,,Cottey,NNP,PER
168470,,81,CD,O
168471,,;,:,O
168472,,M.,NNP,PER
168473,,Saggers,NNP,PER
168474,,6-65,CD,O
168475,,),),O
168476,,and,CC,O
168477,,8-0,CD,O
168478,,",",",",O
168479,,Durham,NNP,ORG
168480,,114,CD,O
168481,,(,(,O
168482,,S.,NNP,PER
168483,,Watkin,NNP,PER
168484,,4-28,CD,O
168485,,),),O
168486,,Chesterfield,NNP,LOC
168487,,:,:,O
168488,,Worcestershire,NNP,ORG
168489,,238,CD,O
168490,,(,(,O
168491,,W.,NNP,PER
168492,,Weston,NNP,PER
168493,,100,CD,O
168494,,not,RB,O
168495,,out,RP,O
168496,,",",",",O
168497,,V.,NNP,PER
168498,,Solanki,NNP,PER
168499,,58,CD,O
168500,,;,:,O
168501,,A.,NNP,PER
168502,,Harris,NNP,PER
168503,,4-31,CD,O
168504,,),),O
168505,,",",",",O
168506,,Derbyshire,NNP,ORG
168507,,166-1,NNP,O
168508,,(,(,O
168509,,K.,NNP,PER
168510,,Barnett,NNP,PER
168511,,83,CD,O
168512,,not,RB,O
168513,,out,RP,O
168514,,),),O
168515,,Portsmouth,NNP,LOC
168516,,:,:,O
168517,,Middlesex,NNP,ORG
168518,,199,CD,O
168519,,and,CC,O
168520,,226-1,CD,O
168521,,(,(,O
168522,,J.,NNP,PER
168523,,Pooley,NNP,PER
168524,,106,CD,O
168525,,not,RB,O
168526,,out,RP,O
168527,,",",",",O
168528,,M.,NNP,PER
168529,,Ramprakash,NNP,PER
168530,,81,CD,O
168531,,not,RB,O
168532,,out,RP,O
168533,,),),O
168534,,",",",",O
168535,,Hampshire,NNP,ORG
168536,,232,CD,O
168537,,(,(,O
168538,,A.,NNP,PER
168539,,Fraser,NNP,PER
168540,,5-55,CD,O
168541,,",",",",O
168542,,R.,NNP,PER
168543,,Fay,NNP,PER
168544,,4-77,CD,O
168545,,),),O
168546,,Leicester,NNP,LOC
168547,,:,:,O
168548,,Somerset,NNP,ORG
168549,,83,CD,O
168550,,(,(,O
168551,,D.,NNP,PER
168552,,Millns,NNP,PER
168553,,4-35,CD,O
168554,,),),O
168555,,",",",",O
168556,,Leicestershire,NNP,ORG
168557,,202-5,CD,O
168558,,Bristol,NNP,LOC
168559,,:,:,O
168560,,Gloucestershire,VB,ORG
168561,,183,CD,O
168562,,(,(,O
168563,,J.,NNP,PER
168564,,Russell,NNP,PER
168565,,50,CD,O
168566,,),),O
168567,,",",",",O
168568,,Northamptonshire,NNP,ORG
168569,,123-4,CD,O
168570,,(,(,O
168571,,K.,NNP,PER
168572,,Curran,NNP,PER
168573,,51,CD,O
168574,,not,RB,O
168575,,out,RP,O
168576,,),),O
168577,Sentence: 6335,-DOCSTART-,-X-,O
168578,,RUGBY,NNP,ORG
168579,,UNION,NN,ORG
168580,,-,:,O
168581,,TELFER,NNP,PER
168582,,CONFIRMED,VBD,O
168583,,FOR,IN,O
168584,,LIONS,NNP,ORG
168585,,COACHING,NNP,O
168586,,ROLE,NNP,O
168587,Sentence: 6336,LONDON,NNP,LOC
168588,,1996-08-30,CD,O
168589,,Scotland,NNP,LOC
168590,,'s,POS,O
168591,,Jim,NNP,PER
168592,,Telfer,NNP,PER
168593,,was,VBD,O
168594,,officially,RB,O
168595,,confirmed,VBN,O
168596,,on,IN,O
168597,,Thursday,NNP,O
168598,,as,IN,O
168599,,assistant,NN,O
168600,,coach,NN,O
168601,,for,IN,O
168602,,the,DT,O
168603,,British,NNP,ORG
168604,,Lions,NNP,ORG
168605,,tour,NN,O
168606,,to,TO,O
168607,,South,NNP,LOC
168608,,Africa,NNP,LOC
168609,,next,JJ,O
168610,,year,NN,O
168611,Sentence: 6337,Telfer,RB,PER
168612,,",",",",O
168613,,who,WP,O
168614,,has,VBZ,O
168615,,put,VBN,O
168616,,on,IN,O
168617,,hold,NN,O
168618,,his,PRP$,O
168619,,role,NN,O
168620,,as,IN,O
168621,,Scotland,NNP,LOC
168622,,team,NN,O
168623,,manager,NN,O
168624,,for,IN,O
168625,,a,DT,O
168626,,year,NN,O
168627,,",",",",O
168628,,will,MD,O
168629,,act,VB,O
168630,,as,IN,O
168631,,assistant,NN,O
168632,,to,TO,O
168633,,Ian,NNP,PER
168634,,McGeechan,NNP,PER
168635,Sentence: 6338,The,DT,O
168636,,pair,NN,O
168637,,last,JJ,O
168638,,worked,VBD,O
168639,,together,RB,O
168640,,when,WRB,O
168641,,Scotland,NNP,LOC
168642,,won,VBD,O
168643,,the,DT,O
168644,,Five,CD,MISC
168645,,Nations,NNS,MISC
168646,,grand,JJ,O
168647,,slam,NN,O
168648,,in,IN,O
168649,,1990,CD,O
168650,Sentence: 6339,The,DT,O
168651,,tour,NN,O
168652,,party,NN,O
168653,,will,MD,O
168654,,be,VB,O
168655,,announced,VBN,O
168656,,towards,IN,O
168657,,the,DT,O
168658,,end,NN,O
168659,,of,IN,O
168660,,March,NNP,O
168661,Sentence: 6340,-DOCSTART-,-X-,O
168662,,ATHLETICS,NNP,O
168663,,-,:,O
168664,,CHRISTIE,NNP,PER
168665,,TO,TO,O
168666,,RUN,NNP,O
168667,,IN,IN,O
168668,,BERLIN,NNP,LOC
168669,Sentence: 6341,LONDON,NNP,LOC
168670,,1996-08-29,CD,O
168671,,Linford,NNP,PER
168672,,Christie,NNP,PER
168673,,has,VBZ,O
168674,,confirmed,VBN,O
168675,,he,PRP,O
168676,,will,MD,O
168677,,run,VB,O
168678,,in,IN,O
168679,,a,DT,O
168680,,Dream,NN,ORG
168681,,Team,NNP,ORG
168682,,sprint,JJ,O
168683,,relay,NN,O
168684,,at,IN,O
168685,,the,DT,O
168686,,Berlin,NNP,LOC
168687,,grand,JJ,O
168688,,prix,JJ,O
168689,,athletics,NNS,O
168690,,meeting,NN,O
168691,,on,IN,O
168692,,Friday,NNP,O
168693,Sentence: 6342,A,DT,O
168694,,spokeswoman,NN,O
168695,,for,IN,O
168696,,Christie,NNP,PER
168697,,said,VBD,O
168698,,the,DT,O
168699,,former,JJ,O
168700,,Olympic,NNP,MISC
168701,,100,CD,O
168702,,metres,NNS,O
168703,,champion,VBP,O
168704,,had,VBN,O
168705,,agreed,VBN,O
168706,,to,TO,O
168707,,captain,NN,O
168708,,a,DT,O
168709,,quality,NN,O
168710,,quartet,NN,O
168711,,which,WDT,O
168712,,also,RB,O
168713,,includes,VBZ,O
168714,,Canada,NNP,LOC
168715,,'s,POS,O
168716,,Donovan,NNP,PER
168717,,Bailey,NNP,PER
168718,,",",",",O
168719,,the,DT,O
168720,,current,JJ,O
168721,,Olympic,JJ,MISC
168722,,champion,NN,O
168723,,and,CC,O
168724,,world,NN,O
168725,,record,NN,O
168726,,holder,NN,O
168727,,",",",",O
168728,,and,CC,O
168729,,Namibian,JJ,O
168730,,Frankie,NNP,PER
168731,,Fredericks,NNP,PER
168732,Sentence: 6343,Christie,NN,PER
168733,,is,VBZ,O
168734,,retiring,VBG,O
168735,,from,IN,O
168736,,international,JJ,O
168737,,competition,NN,O
168738,,at,IN,O
168739,,the,DT,O
168740,,end,NN,O
168741,,of,IN,O
168742,,the,DT,O
168743,,season,NN,O
168744,,",",",",O
168745,,but,CC,O
168746,,Berlin,NNP,LOC
168747,,promoter,NN,O
168748,,Rudi,NNP,PER
168749,,Thiel,NNP,PER
168750,,has,VBZ,O
168751,,persuaded,VBN,O
168752,,him,PRP,O
168753,,to,TO,O
